CATEGORIA,NOME CARDAPIO,NOME PDV,CÓD PDV,PREÇO VENDA CHEIO,DESCRICAO ITEM CARDAPIO
Menu por Chef Van Régia,Carne de Sol do Sertão,BOW-CARNE SOL TIRAS,1106,47.9,"Tiras de carne de sol puxadas na manteiga da terra e cebola roxa, baião de dois cremoso, paçoca de carne de sol, macaxeira frita e banana à milanesa."
Menu por Chef Van Régia,Peixadinha à Brasileira,BOW-PEIXADA,1107,49.9,"Filés de peixe no molho de moqueca com ovos de codornas, arroz branco e palha de batata doce."
Menu por Chef Van Régia,Arroz de Camarão da Van,BOW-ARROZ CAMARAO,1108,54.9,"Arroz cremoso de camarão da Chef Van puxado no molho de moqueca e parmesão fresco, banana à milanesa e palha de batata doce."
Menu por Chef Van Régia,Camarão ao Molho de Moqueca,BOW-CAMARAO MOQUECA,1109,54.9,"Camarões e batatas assadas no molho de moqueca, arroz branco , farofa crispy e banana à milanesa."
Menu por Chef Van Régia,Camarão ao Molho de Queijos e Bacon,BOW-CAMARAO QUEIJOS BACON,1110,54.9,"Camarões e bacons salteados no molho de queijos, arroz branco e cebola crispy."
Menu por Chef Van Régia,Salmão Regado com Manteiga Cítrica de Alcaparras,BOW-SALMAO GRELHADO,1111,69.9,"Salmão regado com manteiga cítrica de alcaparras e tomate seco em uma deliciosa caminha de purê de batata, arroz branco com brócolis e couve crispy."
MONTE MILANESA - ETAPA 0,Festival de Milanesa,*MONTE MILANESA*-----,252,36.9,"Trazemos o festival de milanesa com a opção de montar sua milanesa do seu jeito!  
Pode conter produtos alergênicos como glúten, lactose, peixe, amêndoas, soja, ovo e crustáceos de acordo com a montagem escolhida."
MONTE MILANESA - ETAPA 1 - PROTEINA,Milanesa de frango,EXC-FRANGO CROC TRAD,254,34.9,Frango à milanesa crocante.
MONTE MILANESA - ETAPA 1 - PROTEINA,Milanesa de Carne,EXC-CARNE CROC TRAD,255,40.9,Carne à milanesa crocante.
EXTRAS,Pirulito Lanterna - Tutti frutti,PIRULITO FLASH LANTERNA AZUL,2014,14.9,Sabor Tutti Frutti
EXTRAS,Pirulito Lanterna - Uva,PIRULITO FLASH LANTERNA ROXO,2015,14.9,Sabor Uva
EXTRAS,Pirulito Lanterna - Morango,PIRULITO FLASH LANTERNA VERMELHO,2016,14.9,Sabor Morango
EXTRAS,Pirulito Anel - Blueberry,PIRULITO FLASH ANEL AZUL,2017,14.9,Sabor Blueberry
EXTRAS,Pirulito Anel - Tutti frutti,PIRULITO FLASH ANEL ROSA,2018,14.9,Sabor Tutti Frutti
EXTRAS,Pirulito Anel - Uva,PIRULITO FLASH ANEL ROXO,2019,14.9,Sabor Uva
EXTRAS,Pirulito Anel - Morango,PIRULITO FLASH ANEL VERMELHO,2020,14.9,Sabor Morango
BEBIDAS,Refrigerante São Geraldo Cajú Embalagem 200ml,SAO GERALDO - 200ML,2026,5.9,Garrafa 200ml
MONTE MILANESA - ETAPA 1 - PROTEINA,Milanesa de Peixe,EXC-PEIXE CROC TRAD,256,45.9,Peixe à milanesa crocante. 
MONTE MILANESA - ETAPA 2 - MOLHO,Teriaki Tradicional,FLZ-TERIAKI TRAD ,258,0.0,"O molho teriaki tradicional, do jeitinho que você já conhece."
MONTE MILANESA - ETAPA 2 - MOLHO,Parmegiana,FLZ-PARMEGIANA,259,0.0,Parmegiana tradicional com molho de tomates frescos e queijo mussarela.
MONTE MILANESA - ETAPA 2 - MOLHO,Ranch,FLZ-RANCH,260,0.0,"Molho ranch, levemente cítrico e apimentado com base de maionese. "
MONTE MILANESA - ETAPA 2 - MOLHO,Francesa,FLZ-FRANCESA,261,0.0,"fatia de presunto, molho de queijos e finalizado com cebola crispy."
MASSAS,Fettuccini,MASSA 170G-FETTUCINNI,2043,0.0,
MASSAS,Espaguete,MASSA 170G-ESPAGUETE,2044,0.0,
MASSAS,Fusilli,MASSA 150G-FUSILLI,2045,0.0,
MONTE MILANESA - ETAPA 2 - MOLHO,Americana,FLZ-CHEDDAR E BACON,262,1.9,Cheddar & Bacon ao melhor estilo! 
MONTE MILANESA - ETAPA 2 - MOLHO,Quatro queijos,FLZ-MOLHO 4 QUEIJOS,263,0.0,Molho 4 queijos.
MONTE MILANESA - ETAPA 2 - MOLHO,Teriyaki 2.0,FLZ-TERIYAKI E COUVE,264,0.0,Molho teriyaki acompanhado de couve crispy.
MONTE MILANESA - ETAPA 2 - MOLHO,A Cavalo,FLZ-MUSSARELA E OVO,265,0.0,Queijo mussarela e ovo estrelado. 
MONTE NATAL - ETAPA 0,Monte seu prato de Natal,**MONTE NATAL MENU**,1913,38.9,Monte seu prato de natal favorito com as receitas especiais que a Chef Van preparou para essa época tão especial.
MONTE NATAL - ETAPA 2,Arroz Branco,ACP-ARROZ BRANCO,18,0.0,Arroz Branco.
MONTE NATAL - ETAPA 2,Arroz à Grega,ACP-ARROZ A GREGA,1572,0.0,Arroz à Grega.
BEBIDAS,Refrigerante São Geraldo Cajú Embalagem 350ml,SÃO GERALDO - 350ML,2060,7.9,Garrafa 350ml
BEBIDAS,Pepsi Original 1L,PEPSI ORIGINAL-1LT,2062,10.9,Garrafa 1L
BEBIDAS,Pepsi Black 1L,PEPSI BLACK-1LT,2063,10.9,Garrafa 1L
BEBIDAS,Refrigerante Antarctica Guaraná 1L,GUARANA ORIGINAL-1LT,2064,10.9,Garrafa 1L
BEBIDAS,Refrigerante Antarctica Guaraná Zero 1L,GUARANA ZERO-1LT,2065,10.9,Garrafa 1L
BEBIDAS,Refrigerante São Geraldo Cajú 1L,SÃO GERALDO-1LT,2066,10.9,Garrafa 1L
BEBIDAS,Coca-Cola Original 1L,COCA COLA 1L ORIGINAL,2067,12.9,Garrafa 1L
BEBIDAS,Coca-Cola sem Açúcar 1L,COCA COLA 1L SEM ACUCAR,2068,12.9,Garrafa 1L
MONTE NATAL - ETAPA 2,Farofa Natalina ,ACP-FAROFA NATALINA,1917,4.0,Farofa Natalina especial da Chef Van.
MONTE NATAL - ETAPA 2,Salpicão de Frango,ACP-SALPICAO FRANGO,1918,4.0,Receita especial de salpicão de Frango da Chef Van.
MONTE NATAL - ETAPA 2,Torresmo frito,ACP-PACOCA TORRESMO 3UN,5393,0.0,Paçoca de Torresmo crocante.
LOC - PRATOS EXECUTIVOS,Frango Crocante Teriyaki,LCL - FGO CROC TERYIAKI,6002,29.9,"Filé de peito de frango empanado na farinha panko, molho teriyaki e finalizado com mix de gergelim e cebolinha fresca. Acompanha arroz yakimeshi e batata assada com alecrim."
LOC - PRATOS EXECUTIVOS,Frango Parmegiana,LCL - FGO CROC PARMEGIANA,6003,29.9,"Filé de peito de frango empanado na farinha panko, molho sugo e queijo mussarela. Acompanha espaquete ao sugo e batata frita."
LOC - PRATOS EXECUTIVOS,Frango Crocante Ranch,LCL - FGO CROC RANCH,6004,29.9,"Filé de peito de frango empanado na farinha panko, molho ranch. Acompanha arroz branco, feijão e batata frita."
LOC - PRATOS EXECUTIVOS,Frango ao Molho de Queijos,LCL - FGO MOLHO QUEIJOS,6005,27.9,"Filé de peito frango em tiras, molho de queijos e salsinha fresca. Acompanha arroz multigrãos e batata assada com alecrim."
LOC - PRATOS EXECUTIVOS,Frango Fit Pós Treino,LCL - FRANGO FIT POS TREINO,6006,29.9,"150g de frango grelhado com molho de ervas frescas, servido com batata doce assada e salada de alface, tomate em cubos, cenoura, ricota e molho caesar."
LOC - PRATOS EXECUTIVOS,Panqueca de Ricota com Espinafre,LCL - PANQ RICOTA ESPINAFRE,6007,27.9,"Panquecas de ricota e espinafre ao molho sugo, finalizadas com salsinha fresca. Acompanha arroz multigrãos e salada de alface americana, tomate, cenoura, grãos assados e molho mostarda e mel."
LOC - PRATOS EXECUTIVOS,Filé de Peixe à Delícia,LCL - PEIXE A DELICIA,6008,44.9,"Filé de tilápia servido com molho de queijos, bananas grelhadas e finalizado com salsinha fresca. Acompanha arroz branco e batata assada com alecrim."
LOC - PRATOS EXECUTIVOS,Creme de Carne de Sol,LCL - CREME CARNE SOL,6009,34.9,Carne de sol desfiada cremosa. Acompanha baião de dois e farofa de cuscuz.
LOC - KEBABS,Kebab de carne,LCL - KEBAB DE CARNE,6010,34.9,"Carne grelhada, especiarias orientais, maionese de alho, alface e tomate."
LOC - KEBABS,Kebab de faláfel,LCL - KEBAB FALAFEL,6011,24.9,"Falafel, maionese de alho, alface e tomate."
LOC - KEBABS,Kebab de frango,LCL - KEBAB FRANGO,6012,26.9,"Frango grelhado, especiarias orientais, maionese de alho, alface e tomate."
LOC - KEBABS,Kebab de lentilha,LCL - KEBAB LENTILHA,6013,24.9,"Hambúrguer de lentilha assado, maionese de alho, alface e tomate."
LOC - MASSAS,Fettuccini Alfredo Bacon,LCL - FET ALF BACON,6014,33.9,"Fettuccini granoduro refogada na manteiga, com clássico molho de queijos da casa e bacon crocante em cubos."
LOC - MASSAS,Fettuccini Alfredo Carne,LCL - FET ALF DE CARNE,6015,36.9,"Fettuccini granoduro refogada na manteiga, com clássico molho de queijos da casa e tiras de carne grelhadas."
LOC - MASSAS,Fettuccini Alfredo Frango,LCL - FET ALF FRANGO,6016,31.9,"Fettuccini granoduro refogada na manteiga, com clássico molho de queijos da casa e frango grelhado em cubos."
LOC - MASSAS,Fettuccini Alfredo Tradicional,LCL - FET ALF TRADICIONAL,6017,28.9,"Fettuccini granoduro refogada na manteiga, com clássico molho de queijos da casa."
LOC - SALADAS,Salada Frango levinha,LCL - SALADA FGO LEVINHA,6018,29.9,"Alface americana, alface roxa, rúcula, frango desfiado, cenoura ralada, milho, ricota e mix de grãos assados. "
LOC - SALADAS,Salada Mediterrânea,LCL - SALADA MEDITERRANEA,6019,28.9,"Alface americana, alface roxa, rúcula, caponata de berinjela e abobrinha, tomate seco, fusilli integral, ovos de codorna e queijo minas ralado."
LOC - SALADAS,Salada Peru Levinha,LCL - SALADA PERU LEVINHA,6020,35.9,"Alface americana, alface roxa, rúcula, peito de peru ralado, cenoura ralada, milho, ricota e mix de grãos assados. "
LOC - SALADAS,Salada de Camarão,LCL - SALADA CAMARÃO,6021,49.9,"Alface americana, alface roxa, rúcula, camarão com ervas, tomate em cubos, cenoura ralada, mix de grãos assados e queijo parmesão ralado. "
LOC - SALADAS,Salada de Carne de Sol,LCL - SALADA CARNE DE SOL,6022,39.9,"Alface americana, alface roxa, rúcula, carne de sol desfiada, queijo coalho, tomate em cubos, castanhas granuladas. "
LOC - SALADAS,Monte sua salada,LCL - MONTE SUA SALADA,6023,29.9,
LOC - WRAPS,Wrap Caprese,LCL - WRAP CAPRESE,6024,24.9,"Tomate seco, tomate em cubos, queijo minas, molho de ervas frescas, alface americana e farofinha de croutons, tudo enroladinho no pão folha."
LOC - WRAPS,Wrap Frango com Gorgonzola,LCL - WRAP FGO GORGONZOLA,6025,26.9,"Frango desfiado, creme de ricota, queijo gorgonzola, cenoura e alface americana, tudo enroladinho no pão folha."
LOC - WRAPS,Wrap Frango Levinho,LCL - WRAP FGO LEVINHO,6026,24.9,"Frango desfiado, creme de ricota, cenoura, milho, alface americana e mix de grãos assados, tudo enroladinho no pão folha."
LOC - WRAPS,Wrap Carne de Sol,LCL - WRAP CARNE DE SOL,6027,28.9,"Carne de sol desfiada, queijo coalho, molho sweet chilli, tomate em cubos, castanhas granuladas e alface americana, tudo enroladinho no pão folha."
LOC - WRAPS,Wrap Faláfel,LCL - WRAP FALAFEL,6028,22.9,"Falafel de grão de bico, tomate em cubos, cenoura, molho sour cream e alface americana, tudo enroladinho no pão folha."
LOC - WRAPS,Wrap Peito de Peru,LCL - WRAP PEITO PERU,6029,26.9,"Peito de peru ralado, creme de ricota, cenoura, milho, alface americana e mix de grãos assados, tudo enroladinho no pão folha."
LOC - BURGERS,Desejo,LCL - BGR FGO DESEJO,6044,26.9,"Frango empanado, cheddar, bacon, cebola roxa, alface e tomate, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Devasso,LCL - BGR FGO DEVASSO,6045,24.9,"Frango empanado, cheddar, cebola roxa, alface e tomate, no pão com gergelim. Acompanha 1 molho."
LOC - SMASH BURGER,Crispy Chicken Cheese,LCL - SMS FGO CHEESE,6054,20.9,"Pão brioche, frango empanado, queijo cheddar e molho (servido diretamente no burger)"
LOC - SMASH BURGER,Crispy Chicken Bacon,LCL - SMS FGO BACON,6055,22.9,"Pão brioche, frango empanado, queijo cheddar, alface, tomate, cebola roxa, bacon e molho (servido diretamente no burger)"
LOC - SMASH BURGER,Crispy Chicken Salad,LCL - SMS FGO SALAD,6056,21.9,"Pão brioche,frango empanado, queijo cheddar, alface americana e tomate em rodelas, cebola roxa e molho (servido diretamente no burger)"
PROMO HORA DO ALMOÇO,,P ALM - FGO CROC PARMEGIANA,6900,24.9,
PROMO HORA DO ALMOÇO,,P ALM - FGO MOLHO QUEIJOS,6901,24.9,
PROMO HORA DO ALMOÇO,,P ALM - FRANGO FIT,6902,24.9,
PROMO HORA DO ALMOÇO,,P ALM - FET ALF FRANGO,6903,24.9,
PROMO HORA DO ALMOÇO,,P ALM - MONTE SUA SALADA,6904,24.9,
PROMO TESTEIRA,,P TEST - FGO CROC PARMEGIANA,6905,24.9,
PROMO TESTEIRA,,P TEST - CB FET ALF FGO,6906,14.9,
PROMO TESTEIRA,,P TEST - CB REFRI LATA 350ML,6907,15.0,
PROMO TESTEIRA,,P TEST - WRAP FALAFEL,6908,19.9,
PROMO TESTEIRA,,P TEST - BATATA 60G,6910,0.0,
PROMO TESTEIRA,,P TEST - CB SMS FGO CHEESE,6911,14.9,
PROMO TESTEIRA,,P TEST - SMS PORK BACON,6912,14.9,
PROMO TESTEIRA,Coca-Cola Original 350ml,P TEST - COCA ORGINAL - 350ML,6913,0.0,7894900010015
PROMO TESTEIRA,Coca-Cola sem Açúcar 350ml,P TEST - COCA S ACUCAR - 350ML,6914,0.0,7894900700015
PROMO TESTEIRA,Guaraná Antartica Lata 350ml,P TEST - GUARANA ANT - 350ML,6915,0.0,789199100826
PROMO TESTEIRA,Fanta Uva 350ml,P TEST - FANTA UVA - 350ML,6916,0.0,7894900050011
PROMO TESTEIRA,Fanta Laranja 350ml,P TEST - FANTA LARANJA - 350ML,6917,0.0,7894900030013
PROMO HORA DO ALMOÇO,,P ALM - WRAP CARNE SOL,6918,24.9,
ADICIONAIS NOVA ESTRUTURA,Cebola Roxa e Alho frito ,ADC - CEBOLA ROXA + ALHO FRITO - UND MEDIDA PIZZA P,10014,2.9,O item adicional é servido em toda a pizza
ADICIONAIS NOVA ESTRUTURA,Pepperoni fatiado,ADC - PEPPERONI FATIADO - UND MEDIDA PIZZA P,10020,5.9,O item adicional é servido em toda a pizza
ADICIONAIS NOVA ESTRUTURA,Presunto ralado,ADC - PRESUNTO RALADO - UND MEDIDA PIZZA P,10022,3.9,O item adicional é servido em toda a pizza
ADICIONAIS NOVA ESTRUTURA,Calabresa fatiada,ADC - CALABRESA FATIADA - UND MEDIDA PIZZA P,10592,3.9,O item adicional é servido em toda a pizza
ADICIONAIS NOVA ESTRUTURA,Catupiry cremoso original,ADC - CATUPIRY ORIGINAL - UND MEDIDA PIZZA P,10593,5.9,O item adicional é servido em toda a pizza
ADICIONAIS NOVA ESTRUTURA,Cogumelos Champignons frescos,ADC - CHAMPGNON FRESCO - UND MEDIDA PIZZA P,10595,5.9,O item adicional é servido em toda a pizza
ADICIONAIS NOVA ESTRUTURA,Queijo gorgonzola,ADC - QUEIJO GORGONZOLA - UND MEDIDA PIZZA P,10596,3.9,O item adicional é servido em toda a pizza
ADICIONAIS NOVA ESTRUTURA,Milho,ADC - MILHO G,10623,0.0,Milho. (O item é servido em toda a pizza)
ADICIONAIS NOVA ESTRUTURA,Ovo frito,ADC - OVO FRITO,15040,2.9,Ovo frito. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Presunto,ADC - PRESUNTO FATIA,15042,3.9,Presunto fatiado. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Mussarela,ADC - MUSSARELA FATIA,15044,3.9,Mussarela fatiada. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Queijo gorgonzola,ADC - GORGONZOLA,15185,3.9,Queijo gorgonzola. Item adicional servido dentro do burgter.
CODIGOS DE CONTROLE,ITEM PARA PRODUTOS CADA,PRODUTO CHAPA ROTI,15213,0.0,
EXTRAS MENU BRANDS,Maionese Chapa Roti,EXTRA - MAIO CHAPAROTI 20G,15214,1.99,Deliciosa maionese temperada.
EXTRAS MENU BRANDS,Croutons,EXTRA CROUTONS 20G,20028,0.0,Torradinhas em cubos saborizadas com azeite.
EXTRAS MENU BRANDS,Granola salgada,EXTRA GRANOLA SALGADA 25G,20030,0.0,Deliciosa granola artesanal.
EXTRAS MENU BRANDS - MOLHOS SOODELI 40g,Molho Salsa de ervas,EXTRA-SALSA ERVS SOODELI,20150,4.9,Molho a base de azeite e ervas frescas. Servido à parte. 40g
EXTRAS MENU BRANDS - MOLHOS SOODELI 40g,Molho balsâmico,EXTRA-BALSAMICO SOODELI,20151,4.9,Molho agridoce a base de redução de vinagre balsâmico. Servido à parte. 40g
EXTRAS MENU BRANDS - MOLHOS SOODELI 40g,Molho mostarda e mel,EXTRA-MOST MEL SOODELI,20152,4.9,Clássico molho a base de mel e mostarda amarela. Servido à parte. 40g
EXTRAS MENU BRANDS - MOLHOS SOODELI 40g,Molho Sweet and Sour,EXTRA-SWEET SOUR SOODELI,20153,4.9,Molho agridoce.
EXTRAS MENU BRANDS - MOLHOS SOODELI 40g,Molho caesar,EXTRA-CAESAR SOODELI,20154,4.9,Molho clássico a base de queijo parmesão. Servido à parte. 40g
EXTRAS,Sachê de queijo parmesão ralado,EXT - SACHET PARMESAO,20155,3.9,Embalado e servido a parte. 10g.
ADICIONAIS NOVA ESTRUTURA,Carne Smash bovino,ADC - CARNE SMASH BOVINA 40G ,35092,5.9,"1 carne carne bovina, 40g. "
ADICIONAIS NOVA ESTRUTURA,Carne Smash Suíno,ADC - CARNE SMASH SUINA 40G ,35153,4.9,"1 carne suína suína com linguiça toscana, 40g."
CODIGOS DE CONTROLE,"'Baby, baby...''",PRODUTO BUK,45096,0.0,"Pão com gergelim, hambúrguer artesanal, cheddar, picles, cebola roxa e duas opções de molho. "
ADICIONAIS NOVA ESTRUTURA,Creme de cheddar,ADC - CREME DE CHEDDAR,45123,2.9,Creme de queijo cheddar. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Burger bovino,ADC - BLEND BOVINO BUK,45124,9.9,Blend de carnes suína com linguiça toscana.
ADICIONAIS NOVA ESTRUTURA,Cebola crispy,ADC - CEBOLA CRISPY,45127,2.9,Cebola crispy. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Cream Cheese,ADC - CREAM CHEESE,45128,2.9,Cream cheese. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Bacon em tiras,ADC - BACON EM TIRAS,45129,4.9,Bacon em tiras. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Bacon empanado,ADC - BACON EMPANADO,45130,4.9,Bacon em tiras empanado na farinha panko. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Cebola roxa & Picles,ADC - CEBOLA ROXA & PICLES,45132,2.9,Cebola roxa e picles de pepino. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Alface e tomate,ADC - ALFACE E TOMATE,45133,2.9,Alface e tomate em rodelas. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Cebola caramelizada,ADC - CEBOLA CARAMELIZADA,45134,2.9,Cebola caramelizada. Item adicional servido dentro do burger.
ADICIONAIS NOVA ESTRUTURA,Burger Suíno,ADC - BLEND SUINO BUK,45154,8.9,Blend de carnes bovina. Item adicional servido dentro do burger.
CODIGOS DE CONTROLE,Escolha dois pratos diversos.,COMBO JUNTOS E MISTURADOS,45217,64.9,
SANDUICHES,Devasso com Molho Especial da Casa,DEVASSO MLH ROSE+SALADA,45218,0.0,"Pão brioche, 2 pedaços de filé de frango crocante, cheddar, cebola roxa e a deliciosa maionese da casa."
SANDUICHES,Sóbrio com Molho Especial da Casa,SOBRIO MLH ROSE+SALADA,45219,0.0,"Pão brioche, burger de falafel, cheddar cremoso, picles de pepino e a deliciosa maionese da casa."
SANDUICHES,Insano com Molho Especial da Casa,INSANO MLH ROSE+SALADA,45220,0.0,"Pão brioche, 2 pedaços de filé de frango crocante, cheddar, salada coleslaw, picles de pepino e a deliciosa maionese da casa."
SANDUICHES,Old Man Com Molho Especial da Casa,OLD MAN MLH ROSE+SALADA,45221,0.0,"Pão brioche, blend bovino, cheddar e a deliciosa maionese da casa."
SANDUICHES,Desejo com Molho Especial da Casa,DESEJO MLH ROSE+SALADA,45222,3.9,"Pão brioche, 2 pedaços de filé de frango crocante, cheddar, bacon em tiras, cebola roxa e a deliciosa maionese da casa."
SANDUICHES,Divindade com Molho Especial da Casa,DIVINDADE MLH ROSE+SALADA,45223,4.9,"Pão brioche, blend bovino, cheddar, cream cheese e cebola crispy e a deliciosa maionese da casa."
SANDUICHES,Clímax com Molho especial da Casa,CLIMAX MLH ROSE+SALADA,45224,5.9,"Pão brioche, blend bovino, carne de sol desfiada, queijo coalho grelhado e picles de cebola roxa e a deliciosa maionese da casa."
OPCIONAL SALADA,Quero salada,**COM** FLZ SALADA BURGER,49000,0.0,Salada de alface americana e tomate.
EXTRAS MENU BRANDS,Creme de avelã,EXT - CREME DE AVELA 30G,55008,3.9,Creme de avelã.
EXTRAS MENU BRANDS,Doce de leite cremoso,EXT - CREME DOCE LEITE 30G,55058,3.9,Doce de leite cremoso.
EXTRAS MENU BRANDS MOLHO 30G,Cheddar cremoso,EXTRA - MLHO CHEDAR 30G,55059,2.9,Servido no potinho.
ADICIONAIS NOVA ESTRUTURA,Brócolis com alho frito,ADC - BROCOLIS E ALHO FRITO G,55098,4.9,Brócolis com alho frito. (O item é servido em toda a pizza)
ADICIONAIS NOVA ESTRUTURA,Cheddar cream,ADC - CHEDDAR CREAM G,55100,7.9,Creme de chedar.(O item adicional é servido em toda a pizza)
ADICIONAIS NOVA ESTRUTURA,Doritos,ADC - DORITOS G,55101,7.9,Farofa de doritos. (O item adicional é servido em toda a pizza)
ADICIONAIS NOVA ESTRUTURA,Buoni Double Cheese,ADC - MUSSARELA G,55102,9.9,Sua Buoni com muito mais queijo mussarela.
DIP - DETONA BORDAS,Doce de leite Cremoso,EXT - CREME DOCE LEITE 30G,55153,3.9,Creme de doce de leite para comer com a borda da sua Buoni.
DIP - DETONA BORDAS,Creme de Avelã,EXT - CREME DE AVELA 30G,55154,3.9,Creme de avelã para comer com a borda da sua Buoni.
DIP - DETONA BORDAS,Buoni Cheddar Cream,EXT - CHEDDAR CREAM 30G,55155,3.9,Delicioso creme de cheddar para comer com a borda da sua Buoni.
DIP - DETONA BORDAS,Maionese temperada,EXT - MAIO TEMPERADA 30G,55186,3.9,Maionese temperada artesanal.
DIP - DETONA BORDAS,Molho Rosé ,EXT - MAIO ROSE 30G,55187,3.9,Molho rosé da casa.
DIP - DETONA BORDAS,Buoni Cheddar Cream,EXT - CHEDDAR CREAM 30G,55188,0.0,
DIP - DETONA BORDAS,Creme de Avelã,EXT - CREME DE AVELA 30G,55189,0.0,
DIP - DETONA BORDAS,Maionese temperada,EXT - MAIO TEMPERADA 30G,55190,0.0,
DIP - DETONA BORDAS,Molho Rosé ,EXT - MAIO ROSE 30G,55191,0.0,
DIP - DETONA BORDAS,Doce de leite Cremoso,EXT - CREME DOCE LEITE 30G,55192,0.0,
DIP - DETONA BORDAS,Não quero detona borda!,EXT - SEM DETONA BORDA,55193,0.0,
LOC - BURGERS,Sobre o amor (Suíno),LCL - BGR PORK SOBRE AMOR,60360,28.9,"Blend de toscana com suíno, cheddar, gorgonzola e cebola caramelizada, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Sobre o amor (Bovino),LCL - BGR BOV SOBRE AMOR,60361,31.9,"Blend de carnes da casa, cheddar, gorgonzola e cebola caramelizada, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Delírio (Suíno),LCL - BGR PORK DELIRIO,60370,27.9,"Blend de toscana com suíno, cheddar, linguiça calabresa e cebola crispy, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Delírio (Bovino),LCL - BGR BOV DELIRIO,60371,30.9,"Blend de carnes da casa, cheddar, linguiça calabresa e cebola crispy, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Safado (Suíno),LCL - BGR PORK SAFADO,60380,28.9,"Blend de toscana com suíno, cheddar e bacon crocante, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Safado (Bovino),LCL - BGR BOV SAFADO,60381,31.9,"Blend de carnes da casa, cheddar e bacon crocante, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Amor louco (Suíno),LCL - BGR PORK AMOR LOUCO,60390,26.9,"Blend de toscana com suíno, cheddar e cebola caramelizada, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Amor louco (Bovino),LCL - BGR BOV AMOR LOUCO,60391,29.9,"Blend de carnes da casa, cheddar e cebola caramelizada, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Junk (Suíno),LCL - BGR PORK JUNK,60400,29.9,"Blend de toscana com suíno, cheddar e bacon empanado crocante, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Junk (Bovino),LCL - BGR BOV JUNK,60401,32.9,"Blend de carnes da casa, cheddar e bacon empanado crocante, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Divindade (Suíno),LCL - BGR PORK DIVINDADE,60410,30.9,"Blend de toscana com suíno, cheddar, cream cheese e cebola crispy, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,Divindade (Bovino),LCL - BGR BOV DIVINDADE,60411,32.9,"Blend de carnes da casa, cheddar, cream cheese e cebola crispy, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,O Capitão (Suíno),LCL - BGR PORK CAPITAO,60420,25.9,"Blend de toscana com suíno, cheddar, alface e tomate, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,O Capitão (Bovino),LCL - BGR BOV CAPITAO,60421,28.9,"Blend de carnes da casa, cheddar, alface e tomate, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,"Baby, baby (Suíno)","LCL - BGR PORK BABY, BABY",60430,24.9,"Blend de toscana com suíno, cheddar, picles e cebola roxa, no pão com gergelim. Acompanha 1 molho."
LOC - BURGERS,"Baby, baby (Bovino)","LCL - BGR BOV BABY, BABY",60431,28.9,"Blend de carnes da casa, cheddar, picles e cebola roxa, no pão com gergelim. Acompanha 1 molho."
LOC - SMASH BURGER,Smash Pork Cheeseburger,LCL - SMS PORK CHEESE,60460,19.9,"Pão brioche, 2 carnes smash (fininhas) de 40g cada, exclusivo blend de queijos e molho (servido diretamente no burger)."
LOC - SMASH BURGER,Smash Cheeseburger,LCL - SMS BOV CHEESE,60461,22.9,"Pão brioche, 2 carnes smash (fininhas) de 40g cada, exclusivo blend de queijos e molho (servido diretamente no burger)."
LOC - SMASH BURGER,Smash Pork Cheese Bacon,LCL - SMS PORK BACON,60470,22.9,"Pão brioche, 2 carnes smash (fininhas) de 40g cada, exclusivo blend de queijos, bacon em tiras e molho (servido diretamente no burger)."
LOC - SMASH BURGER,Smash Cheese Bacon,LCL - SMS BOV BACON,60471,25.9,"Pão brioche, 2 carnes smash (fininhas) de 40g cada, exclusivo blend de queijos, bacon em tiras e molho (servido diretamente no burger)."
